mmsi,timestamp,lat,lon,sog,cog
200000011,2026-03-01 00:40:00+00:00,13.488179,44.327606,14.03,68.6
200000012,2026-03-01 00:40:00+00:00,12.696957,44.733874,12.52,255.0
200000013,2026-03-01 00:40:00+00:00,12.503319,45.239056,12.04,243.6
200000014,2026-03-01 00:40:00+00:00,13.147884,45.462844,11.2,84.5
200000015,2026-03-01 00:40:00+00:00,12.825764,44.553799,15.83,87.2
200000016,2026-03-01 00:40:00+00:00,12.34677,45.472223,9.83,79.5
200000017,2026-03-01 00:40:00+00:00,12.421929,45.766933,11.31,70.5
200000018,2026-03-01 00:40:00+00:00,12.571458,44.392492,9.38,233.8
200000019,2026-03-01 00:40:00+00:00,13.040282,45.88485,13.68,93.9
200000020,2026-03-01 00:40:00+00:00,12.730185,44.417799,13.06,84.9
200000021,2026-03-01 00:40:00+00:00,12.092638,44.564483,13.51,247.4
200000022,2026-03-01 00:40:00+00:00,12.838281,44.994748,15.31,248.3
200000023,2026-03-01 00:40:00+00:00,13.074462,45.034937,14.92,78.2
200000024,2026-03-01 00:40:00+00:00,12.626533,45.327619,12.6,268.7
200000025,2026-03-01 00:40:00+00:00,12.369653,44.154937,10.15,67.0
200000026,2026-03-01 00:40:00+00:00,12.267467,44.475587,14.08,252.0
200000027,2026-03-01 00:40:00+00:00,13.230505,44.295925,11.49,70.3
200000028,2026-03-01 00:40:00+00:00,12.87218,45.214639,14.01,71.2
200000029,2026-03-01 00:40:00+00:00,12.197925,45.131996,15.67,90.7
200000030,2026-03-01 00:40:00+00:00,12.105137,45.341767,11.41,81.0
200000031,2026-03-01 00:40:00+00:00,12.415547,46.093541,13.09,68.3
200000032,2026-03-01 00:40:00+00:00,12.829909,44.508324,10.61,251.8
200000033,2026-03-01 00:40:00+00:00,13.02956,44.602913,11.62,261.2
200000034,2026-03-01 00:40:00+00:00,12.176395,44.099287,11.95,258.9
200000035,2026-03-01 00:40:00+00:00,12.565331,45.772133,10.62,66.3
200000036,2026-03-01 00:40:00+00:00,12.863784,44.375436,10.04,64.0
200000037,2026-03-01 00:40:00+00:00,12.761717,45.517886,15.6,268.6
200000038,2026-03-01 00:40:00+00:00,12.576455,45.826269,20.38,309.8
200000039,2026-03-01 00:40:00+00:00,13.186132,45.081107,20.51,132.0
200000040,2026-03-01 00:40:00+00:00,13.089504,45.61866,8.76,307.3
200000001,2026-03-01 00:42:00+00:00,12.92817,43.934946,10.03,256.8
200000002,2026-03-01 00:42:00+00:00,12.827597,45.652662,14.21,259.4
200000003,2026-03-01 00:42:00+00:00,13.007064,44.89571,12.53,94.7
200000004,2026-03-01 00:42:00+00:00,12.493319,45.858623,9.92,275.5
200000005,2026-03-01 00:42:00+00:00,12.48224,46.089657,13.8,81.2
200000006,2026-03-01 00:42:00+00:00,13.087498,44.659987,9.66,96.7
200000007,2026-03-01 00:42:00+00:00,13.026336,45.112666,13.57,274.5
200000008,2026-03-01 00:42:00+00:00,13.079428,45.628873,15.52,259.2
200000009,2026-03-01 00:42:00+00:00,12.252241,44.166471,12.38,82.4
200000010,2026-03-01 00:42:00+00:00,12.273502,45.295382,9.62,86.5
200000011,2026-03-01 00:42:00+00:00,13.491111,44.335228,14.41,70.0
200000012,2026-03-01 00:42:00+00:00,12.695107,44.727112,12.41,253.2
200000013,2026-03-01 00:42:00+00:00,12.500029,45.232933,12.32,243.9
200000014,2026-03-01 00:42:00+00:00,13.14816,45.469271,11.11,89.8
200000015,2026-03-01 00:42:00+00:00,12.82615,44.562754,15.69,88.0
200000016,2026-03-01 00:42:00+00:00,12.34793,45.477797,9.93,74.1
200000017,2026-03-01 00:42:00+00:00,12.424192,45.77301,11.69,73.2
200000018,2026-03-01 00:42:00+00:00,12.568761,44.388055,9.27,239.2
200000019,2026-03-01 00:42:00+00:00,13.039807,45.892659,13.73,91.5
200000020,2026-03-01 00:42:00+00:00,12.730475,44.42527,13.37,87.2
200000021,2026-03-01 00:42:00+00:00,12.089836,44.557373,13.55,250.9
200000022,2026-03-01 00:42:00+00:00,12.835408,44.986621,15.36,248.1
200000023,2026-03-01 00:42:00+00:00,13.076826,45.043174,15.34,72.4
200000024,2026-03-01 00:42:00+00:00,12.626042,45.320666,12.21,271.5
200000025,2026-03-01 00:42:00+00:00,12.371857,44.160322,10.26,66.0
200000026,2026-03-01 00:42:00+00:00,12.265352,44.467925,13.97,253.3
200000027,2026-03-01 00:42:00+00:00,13.23299,44.301906,11.17,67.1
200000028,2026-03-01 00:42:00+00:00,12.87461,45.222297,14.15,68.9
200000029,2026-03-01 00:42:00+00:00,12.197604,45.140839,15.86,90.8
200000030,2026-03-01 00:42:00+00:00,12.106011,45.348342,11.46,80.4
200000031,2026-03-01 00:42:00+00:00,12.417894,46.100568,13.14,73.7
200000032,2026-03-01 00:42:00+00:00,12.828164,44.502562,10.46,253.6
200000033,2026-03-01 00:42:00+00:00,13.028157,44.596447,11.74,263.1
200000034,2026-03-01 00:42:00+00:00,12.175426,44.09268,11.66,263.1
200000035,2026-03-01 00:42:00+00:00,12.56752,45.777629,10.57,69.9
200000036,2026-03-01 00:42:00+00:00,12.866585,44.380357,10.0,59.3
200000037,2026-03-01 00:42:00+00:00,12.760993,45.509075,15.65,270.7
200000038,2026-03-01 00:42:00+00:00,12.583713,45.817398,20.3,309.9
200000039,2026-03-01 00:42:00+00:00,13.178874,45.089978,20.17,129.9
200000040,2026-03-01 00:42:00+00:00,13.093643,45.616989,6.59,337.5
200000001,2026-03-01 00:44:00+00:00,12.926669,43.929472,9.89,256.0
200000002,2026-03-01 00:44:00+00:00,12.826307,45.644793,14.01,260.6
200000003,2026-03-01 00:44:00+00:00,13.006816,44.90273,12.97,93.4
200000004,2026-03-01 00:44:00+00:00,12.49396,45.85302,10.11,273.5
200000005,2026-03-01 00:44:00+00:00,12.483269,46.097546,13.87,82.4
200000006,2026-03-01 00:44:00+00:00,13.087308,44.665594,9.82,88.7
200000007,2026-03-01 00:44:00+00:00,13.026938,45.104876,13.54,273.7
200000008,2026-03-01 00:44:00+00:00,13.077779,45.620289,15.19,258.1
200000009,2026-03-01 00:44:00+00:00,12.253547,44.173326,12.28,77.0
200000010,2026-03-01 00:44:00+00:00,12.27392,45.300841,9.92,89.2
200000011,2026-03-01 00:44:00+00:00,13.493686,44.342985,14.46,70.1
200000012,2026-03-01 00:44:00+00:00,12.693288,44.720341,12.28,252.7
200000013,2026-03-01 00:44:00+00:00,12.497036,45.226652,12.54,243.4
200000014,2026-03-01 00:44:00+00:00,13.148484,45.475696,11.36,86.0
200000015,2026-03-01 00:44:00+00:00,12.826544,44.57171,15.58,87.6
200000016,2026-03-01 00:44:00+00:00,12.349104,45.483368,9.83,76.7
200000017,2026-03-01 00:44:00+00:00,12.426294,45.779147,11.48,69.6
200000018,2026-03-01 00:44:00+00:00,12.566108,44.383589,9.22,238.2
200000019,2026-03-01 00:44:00+00:00,13.039116,45.900451,13.71,94.1
200000020,2026-03-01 00:44:00+00:00,12.731005,44.432727,12.8,85.5
200000021,2026-03-01 00:44:00+00:00,12.087043,44.550259,13.46,250.4
200000022,2026-03-01 00:44:00+00:00,12.832532,44.978496,15.08,250.2
200000023,2026-03-01 00:44:00+00:00,13.079011,45.051463,14.93,75.1
200000024,2026-03-01 00:44:00+00:00,12.625918,45.313696,12.16,267.3
200000025,2026-03-01 00:44:00+00:00,12.374061,44.165708,10.51,67.9
200000026,2026-03-01 00:44:00+00:00,12.26323,44.460265,13.87,251.4
200000027,2026-03-01 00:44:00+00:00,13.235752,44.307757,11.36,60.7
200000028,2026-03-01 00:44:00+00:00,12.877099,45.229936,14.2,73.2
200000029,2026-03-01 00:44:00+00:00,12.197416,45.149685,15.36,94.7
200000030,2026-03-01 00:44:00+00:00,12.107031,45.354895,11.62,77.1
200000031,2026-03-01 00:44:00+00:00,12.420156,46.107624,13.19,68.9
200000032,2026-03-01 00:44:00+00:00,12.826322,44.496832,10.61,247.8
200000033,2026-03-01 00:44:00+00:00,13.026812,44.589968,11.49,257.5
200000034,2026-03-01 00:44:00+00:00,12.174814,44.086029,11.86,267.2
200000035,2026-03-01 00:44:00+00:00,12.56965,45.783149,10.41,67.2
200000036,2026-03-01 00:44:00+00:00,12.869273,44.385343,9.96,55.6
200000037,2026-03-01 00:44:00+00:00,12.760541,45.500244,15.49,265.7
200000038,2026-03-01 00:44:00+00:00,12.590971,45.808527,20.34,313.7
200000039,2026-03-01 00:44:00+00:00,13.171616,45.098849,20.23,131.4
200000040,2026-03-01 00:44:00+00:00,13.096261,45.615933,5.79,338.2
200000001,2026-03-01 00:46:00+00:00,12.925073,43.924026,10.04,254.2
200000002,2026-03-01 00:46:00+00:00,12.824741,45.636976,13.82,256.5
200000003,2026-03-01 00:46:00+00:00,13.006473,44.909745,12.42,92.9
200000004,2026-03-01 00:46:00+00:00,12.49463,45.847419,10.0,275.7
200000005,2026-03-01 00:46:00+00:00,12.484139,46.105456,13.95,84.4
200000006,2026-03-01 00:46:00+00:00,13.087347,44.671204,9.72,86.5
200000007,2026-03-01 00:46:00+00:00,13.027147,45.097065,13.7,271.1
200000008,2026-03-01 00:46:00+00:00,13.075989,45.611736,15.41,261.3
200000009,2026-03-01 00:46:00+00:00,12.254758,44.180199,12.47,75.8
200000010,2026-03-01 00:46:00+00:00,12.274271,45.306305,9.57,85.9
200000011,2026-03-01 00:46:00+00:00,13.496228,44.350754,14.4,72.3
200000012,2026-03-01 00:46:00+00:00,12.69154,44.71355,12.49,257.6
200000013,2026-03-01 00:46:00+00:00,12.494003,45.220391,12.19,245.5
200000014,2026-03-01 00:46:00+00:00,13.148833,45.48212,11.25,88.4
200000015,2026-03-01 00:46:00+00:00,12.827265,44.580644,15.5,86.3
200000016,2026-03-01 00:46:00+00:00,12.350323,45.488929,10.09,76.9
200000017,2026-03-01 00:46:00+00:00,12.428564,45.785221,11.43,71.3
200000018,2026-03-01 00:46:00+00:00,12.563525,44.379081,9.48,239.3
200000019,2026-03-01 00:46:00+00:00,13.038318,45.908233,13.77,98.4
200000020,2026-03-01 00:46:00+00:00,12.73132,44.440196,13.29,89.2
200000021,2026-03-01 00:46:00+00:00,12.084451,44.543066,13.39,251.3
200000022,2026-03-01 00:46:00+00:00,12.829869,44.970294,15.25,252.8
200000023,2026-03-01 00:46:00+00:00,13.08101,45.059802,14.81,75.9
200000024,2026-03-01 00:46:00+00:00,12.625543,45.306736,12.42,269.8
200000025,2026-03-01 00:46:00+00:00,12.376312,44.171073,10.18,64.6
200000026,2026-03-01 00:46:00+00:00,12.261222,44.452572,13.87,257.9
200000027,2026-03-01 00:46:00+00:00,13.238767,44.313475,11.41,63.9
200000028,2026-03-01 00:46:00+00:00,12.879434,45.237626,14.01,74.0
200000029,2026-03-01 00:46:00+00:00,12.197334,45.158533,15.8,90.9
200000030,2026-03-01 00:46:00+00:00,12.108251,45.361411,11.56,78.1
200000031,2026-03-01 00:46:00+00:00,12.422516,46.114647,12.79,70.9
200000032,2026-03-01 00:46:00+00:00,12.824455,44.491111,10.58,251.9
200000033,2026-03-01 00:46:00+00:00,13.025168,44.583562,11.99,255.1
200000034,2026-03-01 00:46:00+00:00,12.174376,44.079364,11.67,266.9
200000035,2026-03-01 00:46:00+00:00,12.5719,45.78862,10.47,68.2
200000036,2026-03-01 00:46:00+00:00,12.872097,44.39025,9.97,56.8
200000037,2026-03-01 00:46:00+00:00,12.760156,45.491411,15.19,267.7
200000038,2026-03-01 00:46:00+00:00,12.598229,45.799656,20.18,310.3
200000039,2026-03-01 00:46:00+00:00,13.164358,45.10772,20.16,129.4
200000040,2026-03-01 00:46:00+00:00,13.099483,45.614633,9.7,341.7
200000001,2026-03-01 00:48:00+00:00,12.923567,43.918553,9.93,257.5
200000002,2026-03-01 00:48:00+00:00,12.822878,45.629229,14.39,260.1
200000003,2026-03-01 00:48:00+00:00,13.006265,44.916767,12.15,88.2
200000004,2026-03-01 00:48:00+00:00,12.49546,45.841842,10.11,279.9
200000005,2026-03-01 00:48:00+00:00,12.484979,46.113369,14.04,84.2
200000006,2026-03-01 00:48:00+00:00,13.08763,44.676806,9.74,89.5
200000007,2026-03-01 00:48:00+00:00,13.02743,45.089257,13.63,272.8
200000008,2026-03-01 00:48:00+00:00,13.074181,45.603186,15.28,258.5
200000009,2026-03-01 00:48:00+00:00,12.256219,44.187021,12.39,75.4
200000010,2026-03-01 00:48:00+00:00,12.274617,45.311769,9.45,85.4
200000011,2026-03-01 00:48:00+00:00,13.498702,44.358546,14.31,71.8
200000012,2026-03-01 00:48:00+00:00,12.689795,44.706759,12.26,254.4
200000013,2026-03-01 00:48:00+00:00,12.490895,45.21417,12.31,244.0
200000014,2026-03-01 00:48:00+00:00,13.149277,45.488537,11.26,85.8
200000015,2026-03-01 00:48:00+00:00,12.827802,44.589591,15.97,84.5
200000016,2026-03-01 00:48:00+00:00,12.351482,45.494503,10.16,77.0
200000017,2026-03-01 00:48:00+00:00,12.430681,45.791352,11.23,73.1
200000018,2026-03-01 00:48:00+00:00,12.560928,44.374582,9.17,237.6
200000019,2026-03-01 00:48:00+00:00,13.037706,45.916032,13.4,95.6
200000020,2026-03-01 00:48:00+00:00,12.731583,44.447668,12.91,90.3
200000021,2026-03-01 00:48:00+00:00,12.082038,44.535808,13.49,254.4
200000022,2026-03-01 00:48:00+00:00,12.827168,44.962105,15.32,253.8
200000023,2026-03-01 00:48:00+00:00,13.083104,45.068116,15.26,74.8
200000024,2026-03-01 00:48:00+00:00,12.625294,45.299769,12.35,270.9
200000025,2026-03-01 00:48:00+00:00,12.378904,44.176275,10.28,66.3
200000026,2026-03-01 00:48:00+00:00,12.259265,44.444866,13.89,258.0
200000027,2026-03-01 00:48:00+00:00,13.241774,44.319198,11.59,59.6
200000028,2026-03-01 00:48:00+00:00,12.881365,45.245433,14.13,75.4
200000029,2026-03-01 00:48:00+00:00,12.19718,45.167379,15.53,90.7
200000030,2026-03-01 00:48:00+00:00,12.109536,45.367916,11.56,76.7
200000031,2026-03-01 00:48:00+00:00,12.424833,46.121684,12.92,71.5
200000032,2026-03-01 00:48:00+00:00,12.82262,44.485378,10.66,252.1
200000033,2026-03-01 00:48:00+00:00,13.023761,44.577097,11.43,257.0
200000034,2026-03-01 00:48:00+00:00,12.173888,44.072702,11.78,267.8
200000035,2026-03-01 00:48:00+00:00,12.574258,45.794042,10.48,68.8
200000036,2026-03-01 00:48:00+00:00,12.874925,44.395155,9.9,62.8
200000037,2026-03-01 00:48:00+00:00,12.75959,45.482587,15.49,265.0
200000038,2026-03-01 00:48:00+00:00,12.605487,45.790785,20.29,308.1
200000039,2026-03-01 00:48:00+00:00,13.1571,45.116591,20.4,129.5
200000040,2026-03-01 00:48:00+00:00,13.106046,45.611984,7.84,307.5
200000001,2026-03-01 00:50:00+00:00,12.921999,43.913099,10.1,250.1
200000002,2026-03-01 00:50:00+00:00,12.821142,45.62145,14.15,256.5
200000003,2026-03-01 00:50:00+00:00,13.006141,44.92379,12.26,88.0
200000004,2026-03-01 00:50:00+00:00,12.496233,45.836255,9.95,279.6
200000005,2026-03-01 00:50:00+00:00,12.485584,46.121305,14.08,84.7
200000006,2026-03-01 00:50:00+00:00,13.087987,44.682404,9.54,85.7
200000007,2026-03-01 00:50:00+00:00,13.027299,45.081444,13.46,268.6
200000008,2026-03-01 00:50:00+00:00,13.072454,45.594619,15.16,259.8
200000009,2026-03-01 00:50:00+00:00,12.257742,44.193828,12.16,79.1
200000010,2026-03-01 00:50:00+00:00,12.275008,45.317231,9.58,90.1
200000011,2026-03-01 00:50:00+00:00,13.501044,44.366381,14.32,71.6
200000012,2026-03-01 00:50:00+00:00,12.687834,44.70003,12.23,251.7
200000013,2026-03-01 00:50:00+00:00,12.487823,45.207929,12.37,245.3
200000014,2026-03-01 00:50:00+00:00,13.149767,45.49495,11.29,84.7
200000015,2026-03-01 00:50:00+00:00,12.828717,44.598507,15.82,89.2
200000016,2026-03-01 00:50:00+00:00,12.352709,45.500062,9.88,79.2
200000017,2026-03-01 00:50:00+00:00,12.432644,45.797537,11.3,73.4
200000018,2026-03-01 00:50:00+00:00,12.558273,44.370119,9.39,241.0
200000019,2026-03-01 00:50:00+00:00,13.037,45.923823,13.73,96.0
200000020,2026-03-01 00:50:00+00:00,12.731861,44.455139,13.29,86.6
200000021,2026-03-01 00:50:00+00:00,12.079666,44.528536,13.38,251.6
200000022,2026-03-01 00:50:00+00:00,12.824761,44.953821,15.21,252.8
200000023,2026-03-01 00:50:00+00:00,13.085424,45.076366,14.96,74.5
200000024,2026-03-01 00:50:00+00:00,12.624911,45.292809,12.25,265.6
200000025,2026-03-01 00:50:00+00:00,12.381391,44.18153,10.48,65.5
200000026,2026-03-01 00:50:00+00:00,12.257566,44.437097,14.19,255.8
200000027,2026-03-01 00:50:00+00:00,13.244938,44.324831,11.28,63.2
200000028,2026-03-01 00:50:00+00:00,12.883244,45.253253,14.15,80.4
200000029,2026-03-01 00:50:00+00:00,12.196731,45.176216,15.7,89.8
200000030,2026-03-01 00:50:00+00:00,12.110628,45.374456,11.64,82.2
200000031,2026-03-01 00:50:00+00:00,12.426973,46.12878,12.99,66.3
200000032,2026-03-01 00:50:00+00:00,12.820537,44.479736,10.76,250.1
200000033,2026-03-01 00:50:00+00:00,13.022193,44.570671,11.68,257.3
200000034,2026-03-01 00:50:00+00:00,12.173382,44.066042,11.83,267.6
200000035,2026-03-01 00:50:00+00:00,12.576777,45.799388,10.52,65.5
200000036,2026-03-01 00:50:00+00:00,12.877763,44.400053,10.05,57.5
200000037,2026-03-01 00:50:00+00:00,12.758373,45.473834,15.55,259.5
200000038,2026-03-01 00:50:00+00:00,12.612745,45.781914,20.26,310.9
200000039,2026-03-01 00:50:00+00:00,13.149842,45.125462,20.32,125.4
200000040,2026-03-01 00:50:00+00:00,13.104892,45.607548,4.84,256.2
200000001,2026-03-01 00:52:00+00:00,12.920523,43.907617,10.18,253.0
200000002,2026-03-01 00:52:00+00:00,12.81956,45.613637,14.21,260.7
200000003,2026-03-01 00:52:00+00:00,13.006048,44.930814,12.28,92.7
200000004,2026-03-01 00:52:00+00:00,12.497103,45.830684,9.86,280.3
200000005,2026-03-01 00:52:00+00:00,12.4862,46.12924,13.82,83.4
200000006,2026-03-01 00:52:00+00:00,13.088149,44.688012,9.73,88.5
200000007,2026-03-01 00:52:00+00:00,13.026928,45.073639,13.66,267.1
200000008,2026-03-01 00:52:00+00:00,13.070815,45.586034,15.32,262.2
200000009,2026-03-01 00:52:00+00:00,12.258983,44.200696,12.53,81.2
200000010,2026-03-01 00:52:00+00:00,12.275479,45.322685,9.69,83.6
200000011,2026-03-01 00:52:00+00:00,13.503404,44.374211,14.39,71.0
200000012,2026-03-01 00:52:00+00:00,12.686098,44.693236,12.25,251.9
200000013,2026-03-01 00:52:00+00:00,12.484721,45.201704,12.03,242.3
200000014,2026-03-01 00:52:00+00:00,13.150601,45.501327,11.25,82.4
200000015,2026-03-01 00:52:00+00:00,12.829316,44.60745,15.84,90.1
200000016,2026-03-01 00:52:00+00:00,12.354076,45.505587,10.2,75.3
200000017,2026-03-01 00:52:00+00:00,12.434771,45.803666,11.13,66.0
200000018,2026-03-01 00:52:00+00:00,12.555728,44.365588,9.29,237.3
200000019,2026-03-01 00:52:00+00:00,13.036259,45.93161,13.44,89.9
200000020,2026-03-01 00:52:00+00:00,12.731768,44.462615,12.91,91.7
200000021,2026-03-01 00:52:00+00:00,12.077388,44.521233,13.51,253.2
200000022,2026-03-01 00:52:00+00:00,12.822239,44.945573,15.27,254.7
200000023,2026-03-01 00:52:00+00:00,13.087912,45.084565,15.25,72.2
200000024,2026-03-01 00:52:00+00:00,12.624579,45.285846,12.02,270.2
200000025,2026-03-01 00:52:00+00:00,12.383804,44.186821,9.92,61.5
200000026,2026-03-01 00:52:00+00:00,12.255625,44.429387,13.7,254.2
200000027,2026-03-01 00:52:00+00:00,13.247967,44.330542,11.38,60.8
200000028,2026-03-01 00:52:00+00:00,12.885117,45.261075,14.32,75.9
200000029,2026-03-01 00:52:00+00:00,12.196137,45.185043,15.32,96.1
200000030,2026-03-01 00:52:00+00:00,12.111547,45.381025,11.67,85.7
200000031,2026-03-01 00:52:00+00:00,12.429489,46.135746,12.97,67.6
200000032,2026-03-01 00:52:00+00:00,12.818581,44.474046,10.72,250.6
200000033,2026-03-01 00:52:00+00:00,13.020517,44.564274,11.44,256.4
200000034,2026-03-01 00:52:00+00:00,12.172978,44.059374,11.73,269.0
200000035,2026-03-01 00:52:00+00:00,12.579362,45.8047,10.47,64.8
200000036,2026-03-01 00:52:00+00:00,12.880532,44.404993,10.09,63.4
200000037,2026-03-01 00:52:00+00:00,12.756873,45.465126,15.59,260.8
200000038,2026-03-01 00:52:00+00:00,12.620003,45.773043,20.49,309.9
200000039,2026-03-01 00:52:00+00:00,13.142584,45.134333,20.36,132.1
200000040,2026-03-01 00:52:00+00:00,13.104673,45.606707,4.5,257.3
200000001,2026-03-01 00:54:00+00:00,12.919197,43.902096,9.89,257.2
200000002,2026-03-01 00:54:00+00:00,12.817944,45.605832,13.77,258.4
200000003,2026-03-01 00:54:00+00:00,13.005977,44.937838,12.17,90.2
200000004,2026-03-01 00:54:00+00:00,12.497952,45.825109,9.91,280.2
200000005,2026-03-01 00:54:00+00:00,12.487113,46.137145,14.02,83.7
200000006,2026-03-01 00:54:00+00:00,13.088043,44.693621,9.7,88.9
200000007,2026-03-01 00:54:00+00:00,13.026934,45.065825,13.71,271.4
200000008,2026-03-01 00:54:00+00:00,13.069413,45.577404,15.15,258.9
200000009,2026-03-01 00:54:00+00:00,12.260159,44.207575,12.23,81.5
200000010,2026-03-01 00:54:00+00:00,12.275739,45.328155,9.69,89.3
200000011,2026-03-01 00:54:00+00:00,13.505986,44.381966,14.29,70.2
200000012,2026-03-01 00:54:00+00:00,12.684129,44.68651,12.04,253.6
200000013,2026-03-01 00:54:00+00:00,12.481662,45.195457,12.27,243.9
200000014,2026-03-01 00:54:00+00:00,13.151382,45.50771,11.24,78.6
200000015,2026-03-01 00:54:00+00:00,12.82979,44.616402,15.71,87.9
200000016,2026-03-01 00:54:00+00:00,12.355432,45.511115,9.78,74.8
200000017,2026-03-01 00:54:00+00:00,12.437169,45.809688,11.43,66.3
200000018,2026-03-01 00:54:00+00:00,12.553287,44.360998,9.17,240.4
200000019,2026-03-01 00:54:00+00:00,13.035985,45.939429,13.65,91.9
200000020,2026-03-01 00:54:00+00:00,12.731808,44.470091,13.07,91.7
200000021,2026-03-01 00:54:00+00:00,12.074956,44.513982,13.46,248.3
200000022,2026-03-01 00:54:00+00:00,12.819931,44.937259,15.45,255.6
200000023,2026-03-01 00:54:00+00:00,13.090258,45.092808,15.05,76.0
200000024,2026-03-01 00:54:00+00:00,12.6244,45.278878,12.2,271.3
200000025,2026-03-01 00:54:00+00:00,12.386434,44.192002,10.32,57.9
200000026,2026-03-01 00:54:00+00:00,12.253657,44.421684,13.99,252.6
200000027,2026-03-01 00:54:00+00:00,13.250982,44.33626,11.33,61.5
200000028,2026-03-01 00:54:00+00:00,12.887097,45.268869,14.04,75.6
200000029,2026-03-01 00:54:00+00:00,12.195463,45.193864,15.71,93.7
200000030,2026-03-01 00:54:00+00:00,12.112228,45.387624,11.87,84.8
200000031,2026-03-01 00:54:00+00:00,12.432145,46.142656,13.04,68.0
200000032,2026-03-01 00:54:00+00:00,12.816654,44.468346,10.69,253.1
200000033,2026-03-01 00:54:00+00:00,13.018898,44.557862,11.48,255.0
200000034,2026-03-01 00:54:00+00:00,12.172918,44.052694,11.65,271.1
200000035,2026-03-01 00:54:00+00:00,12.582043,45.809963,10.52,61.3
200000036,2026-03-01 00:54:00+00:00,12.883168,44.410009,10.02,63.0
200000037,2026-03-01 00:54:00+00:00,12.755486,45.456399,15.57,260.4
200000038,2026-03-01 00:54:00+00:00,12.627261,45.764172,20.38,309.4
200000039,2026-03-01 00:54:00+00:00,13.135326,45.143204,20.29,129.4
200000040,2026-03-01 00:54:00+00:00,13.103539,45.60235,11.55,258.1
200000001,2026-03-01 00:56:00+00:00,12.917913,43.896564,9.99,256.4
200000002,2026-03-01 00:56:00+00:00,12.816417,45.598008,13.88,257.7
200000003,2026-03-01 00:56:00+00:00,13.00578,44.94486,12.27,92.1
200000004,2026-03-01 00:56:00+00:00,12.498773,45.81953,9.92,273.8
200000005,2026-03-01 00:56:00+00:00,12.487647,46.145086,14.05,83.0
200000006,2026-03-01 00:56:00+00:00,13.08776,44.699224,9.66,95.4
200000007,2026-03-01 00:56:00+00:00,13.02712,45.058014,13.69,270.4
200000008,2026-03-01 00:56:00+00:00,13.067858,45.568803,15.49,260.4
200000009,2026-03-01 00:56:00+00:00,12.261503,44.214422,12.25,76.4
200000010,2026-03-01 00:56:00+00:00,12.275887,45.333628,9.78,86.7
200000011,2026-03-01 00:56:00+00:00,13.508391,44.389781,14.46,73.8
200000012,2026-03-01 00:56:00+00:00,12.682103,44.679801,12.18,252.1
200000013,2026-03-01 00:56:00+00:00,12.478691,45.189166,12.2,242.6
200000014,2026-03-01 00:56:00+00:00,13.151885,45.514123,11.22,87.0
200000015,2026-03-01 00:56:00+00:00,12.829818,44.625367,15.63,91.0
200000016,2026-03-01 00:56:00+00:00,12.356581,45.516691,9.94,78.1
200000017,2026-03-01 00:56:00+00:00,12.439656,45.815673,11.47,69.4
200000018,2026-03-01 00:56:00+00:00,12.550693,44.356497,9.16,239.6
200000019,2026-03-01 00:56:00+00:00,13.035392,45.94723,13.5,94.5
200000020,2026-03-01 00:56:00+00:00,12.731872,44.477568,13.45,91.8
200000021,2026-03-01 00:56:00+00:00,12.072431,44.506764,13.24,250.7
200000022,2026-03-01 00:56:00+00:00,12.817559,44.928964,15.37,253.4
200000023,2026-03-01 00:56:00+00:00,13.093102,45.100884,15.25,65.4
200000024,2026-03-01 00:56:00+00:00,12.624423,45.271907,12.18,268.4
200000025,2026-03-01 00:56:00+00:00,12.38934,44.197027,10.32,55.9
200000026,2026-03-01 00:56:00+00:00,12.251707,44.413976,13.96,256.7
200000027,2026-03-01 00:56:00+00:00,13.253958,44.342,11.54,61.9
200000028,2026-03-01 00:56:00+00:00,12.889142,45.276646,14.08,75.6
200000029,2026-03-01 00:56:00+00:00,12.194822,45.202688,15.58,93.5
200000030,2026-03-01 00:56:00+00:00,12.112875,45.394226,11.56,82.4
200000031,2026-03-01 00:56:00+00:00,12.434474,46.14969,13.02,68.6
200000032,2026-03-01 00:56:00+00:00,12.814871,44.462597,10.55,255.6
200000033,2026-03-01 00:56:00+00:00,13.017266,44.551453,11.5,257.7
200000034,2026-03-01 00:56:00+00:00,12.172922,44.046014,11.64,274.0
200000035,2026-03-01 00:56:00+00:00,12.584789,45.81519,10.59,61.7
200000036,2026-03-01 00:56:00+00:00,12.885794,44.41503,9.91,59.7
200000037,2026-03-01 00:56:00+00:00,12.75408,45.447675,15.53,260.6
200000038,2026-03-01 00:56:00+00:00,12.634519,45.755301,20.13,313.2
200000039,2026-03-01 00:56:00+00:00,13.128068,45.152075,20.47,130.5
200000040,2026-03-01 00:56:00+00:00,13.101356,45.593958,13.33,221.6
200000001,2026-03-01 00:58:00+00:00,12.916855,43.890982,9.81,259.6
200000002,2026-03-01 00:58:00+00:00,12.814659,45.590235,14.22,251.3
200000003,2026-03-01 00:58:00+00:00,13.005791,44.951884,12.53,87.3
200000004,2026-03-01 00:58:00+00:00,12.499631,45.813957,9.83,280.4
200000005,2026-03-01 00:58:00+00:00,12.488459,46.153002,13.81,79.2
200000006,2026-03-01 00:58:00+00:00,13.08745,44.704825,9.81,93.7
200000007,2026-03-01 00:58:00+00:00,13.026906,45.050203,13.92,267.2
200000008,2026-03-01 00:58:00+00:00,13.066589,45.560152,15.39,263.7
